time, error
0.648452997208,-0.0499999946356
0.780691146851,-0.0299999988079
0.887100934982,0.0100000077486
0.994627952576,0.0100000077486
1.14169406891,0.0100000077486
1.24510598183,0.0100000077486
1.39589214325,0.0100000077486
1.53946614265,-0.00999998807907
1.68856096268,-0.00999998807907
1.8400580883,-0.00999998807907
1.98001909256,-0.0299999988079
2.09118294716,-0.00999998807907
2.19726109505,-0.00999998807907
2.30311203003,-0.00999998807907
2.45256710052,-0.00999998807907
2.60442996025,-0.00999998807907
2.75788402557,-0.00999998807907
2.85880899429,-0.00999998807907
3.00242614746,-0.0299999988079
3.12148308754,-0.0299999988079
3.25440502167,-0.00999998807907
3.39091515541,-0.00999998807907
3.53882694244,0.0100000077486
3.64090704918,-0.00999998807907
3.74149107933,-0.00999998807907
3.8429479599,-0.00999998807907
3.98865604401,-0.00999998807907
4.14150714874,0.0100000077486
4.28982996941,0.0100000077486
4.39667105675,-0.00999998807907
4.51227211952,-0.00999998807907
4.65682005882,-0.00999998807907
4.79346013069,-0.00999998807907
4.94339609146,-0.00999998807907
5.09172201157,-0.00999998807907
5.23922514915,-0.0299999988079
5.39041900635,-0.00999998807907
5.54514408112,-0.00999998807907
5.69578409195,-0.00999998807907
5.83966112137,-0.00999998807907
5.98823308945,-0.00999998807907
6.1402349472,-0.00999998807907
6.28814315796,-0.00999998807907
6.3948559761,-0.00999998807907
6.53780698776,-0.00999998807907
6.64179992676,-0.00999998807907
6.79647707939,-0.00999998807907
6.93019199371,-0.00999998807907
7.04839897156,0.0100000077486
7.19009208679,0.0100000077486
7.29503202438,0.0100000077486
7.3961789608,0.0100000077486
7.50170302391,-0.00999998807907
7.6527030468,-0.0299999988079
7.80436015129,-0.0299999988079
7.94842910767,-0.0299999988079
8.06385993958,-0.0299999988079
8.18144798279,-0.0499999946356
8.28889703751,-0.0499999946356
8.44104504585,-0.0499999946356
8.58973693848,-0.0299999988079
8.74133396149,-0.0299999988079
8.84218811989,-0.00999998807907
8.99041795731,-0.00999998807907
9.1313700676,-0.00999998807907
9.24114012718,-0.00999998807907
9.39053106308,-0.00999998807907
9.54165005684,-0.0299999988079
9.6903231144,-0.0299999988079
9.84059596062,-0.0299999988079
9.99059700966,-0.00999998807907
10.1145401001,-0.00999998807907
10.2469160557,-0.00999998807907
10.3512539864,-0.0299999988079
10.4989891052,-0.0299999988079
10.6096990108,-0.0499999946356
10.746284008,-0.0499999946356
10.8494939804,-0.0499999946356
10.9506080151,-0.0699999904633
11.0546660423,-0.0699999904633
11.2055830956,-0.0699999904633
11.3586471081,-0.0900000011921
11.5000460148,-0.109999982119
11.6134660244,-0.109999982119
11.750038147,-0.109999982119
11.8618021011,-0.109999982119
12.0098171234,-0.109999982119
12.1601891518,-0.109999982119
12.2972481251,-0.109999982119
12.4056971073,-0.109999982119
12.5467391014,-0.109999982119
12.6619119644,-0.109999982119
12.809898138,-0.0900000011921
12.9612629414,-0.0699999904633
13.1025640965,-0.0699999904633
13.2265510559,-0.0699999904633
13.3705480099,-0.0499999946356
13.5056350231,-0.0499999946356
13.6555950642,-0.0299999988079
13.8087539673,-0.0299999988079
13.9472651482,-0.0499999946356
14.0899641514,-0.0499999946356
14.239855051,-0.0699999904633
14.3899171352,-0.0699999904633
14.5403571129,-0.0499999946356
14.6884191036,-0.0299999988079
14.833315134,-0.00999998807907
14.9458401203,-0.00999998807907
15.0507860184,-0.00999998807907
15.1543030739,-0.00999998807907
15.3016769886,-0.00999998807907
15.4136650562,0.0100000077486
15.5550920963,-0.00999998807907
15.7084341049,-0.00999998807907
15.8562240601,-0.0299999988079
