time, error
0.422484874725,-0.0499999946356
0.556618928909,-0.0299999988079
0.658272027969,-0.00999998807907
0.764290094376,0.0100000077486
0.906543016434,0.0100000077486
1.00661897659,0.0100000077486
1.15898990631,-0.00999998807907
1.30825400352,-0.0499999946356
1.4176170826,-0.0499999946356
1.55691695213,-0.0699999904633
1.66132497787,-0.0699999904633
1.80646395683,-0.0499999946356
1.9564678669,-0.0499999946356
2.05670499802,-0.0299999988079
2.15894508362,-0.00999998807907
2.3065059185,-0.00999998807907
2.45676088333,-0.00999998807907
2.60664987564,-0.00999998807907
2.75646090508,-0.00999998807907
2.90650200844,-0.00999998807907
3.01362299919,-0.00999998807907
3.15638494492,-0.00999998807907
3.30644607544,-0.00999998807907
3.40648889542,-0.00999998807907
3.50669288635,-0.00999998807907
3.65632987022,-0.00999998807907
3.76247286797,-0.00999998807907
3.90657687187,-0.0299999988079
4.05641102791,-0.0299999988079
4.16192889214,-0.0299999988079
4.31130194664,0.0100000077486
4.45657491684,0.0100000077486
4.60651803017,-0.00999998807907
4.75644087791,-0.00999998807907
4.85652089119,-0.00999998807907
4.95658802986,-0.00999998807907
5.10653495789,-0.0299999988079
5.2570040226,-0.00999998807907
5.36487102509,-0.00999998807907
5.51168298721,-0.00999998807907
5.65637993813,-0.00999998807907
5.80662298203,-0.00999998807907
5.95651292801,-0.00999998807907
6.10643696785,-0.00999998807907
6.20649695396,-0.0299999988079
6.35643696785,-0.0299999988079
6.46562600136,-0.0299999988079
6.60831689835,-0.0299999988079
6.75654292107,-0.00999998807907
6.90657806396,0.0100000077486
7.06240797043,0.0100000077486
7.20666408539,-0.00999998807907
7.3563439846,-0.00999998807907
7.45643305779,-0.0299999988079
7.55653095245,-0.0299999988079
7.66240596771,-0.0499999946356
7.80754303932,-0.0299999988079
7.9565050602,-0.0299999988079
8.10644388199,-0.00999998807907
8.21365308762,0.0100000077486
8.35948109627,-0.00999998807907
8.50667786598,-0.00999998807907
8.61358594894,-0.00999998807907
8.75651597977,0.0100000077486
8.86792993546,-0.00999998807907
9.00675106049,-0.0299999988079
9.1563539505,-0.0499999946356
9.30653500557,-0.0499999946356
9.46704292297,-0.0499999946356
9.60669994354,-0.00999998807907
9.75867295265,-0.00999998807907
9.90657687187,-0.00999998807907
10.0656778812,-0.00999998807907
10.2067110538,-0.0299999988079
10.3564939499,-0.0299999988079
10.5063910484,-0.00999998807907
10.6065289974,-0.00999998807907
10.7079129219,-0.00999998807907
10.8563408852,-0.00999998807907
10.9564800262,-0.00999998807907
11.1066160202,-0.00999998807907
11.2669670582,-0.0299999988079
11.4065070152,-0.0299999988079
11.5563650131,-0.0299999988079
11.6563670635,-0.0499999946356
11.7564129829,-0.0499999946356
11.8679189682,-0.0699999904633
12.0065469742,-0.0699999904633
12.1586430073,-0.0900000011921
12.3066010475,-0.0900000011921
12.4564008713,-0.0900000011921
12.5565459728,-0.109999982119
12.7066709995,-0.109999982119
12.8563780785,-0.109999982119
12.9624428749,-0.109999982119
13.1077749729,-0.109999982119
13.25644207,-0.109999982119
13.4064629078,-0.109999982119
13.5565750599,-0.109999982119
13.6566519737,-0.109999982119
13.8066449165,-0.0900000011921
13.9564170837,-0.0900000011921
14.1064710617,-0.0900000011921
14.2065348625,-0.0900000011921
14.3066198826,-0.0900000011921
14.4563660622,-0.0699999904633
14.5564899445,-0.0699999904633
14.7065479755,-0.0699999904633
14.8564798832,-0.0499999946356
15.0065290928,-0.0499999946356
15.1563670635,-0.0499999946356
15.2563889027,-0.0499999946356
15.4064869881,-0.00999998807907
15.5065078735,-0.00999998807907
15.6563088894,-0.00999998807907
15.7622740269,-0.00999998807907
15.9064929485,-0.00999998807907
16.0564100742,-0.00999998807907
16.1564509869,-0.0299999988079
16.3064680099,-0.0299999988079
16.4564199448,-0.0299999988079
16.5566818714,-0.0299999988079
16.7067608833,-0.0299999988079
16.8564589024,-0.0299999988079
17.0064139366,-0.00999998807907
17.1064190865,-0.00999998807907
17.2064490318,-0.00999998807907
17.3563950062,-0.00999998807907
17.5064430237,-0.0299999988079
17.6564340591,-0.0299999988079
17.7564818859,-0.0299999988079
17.9067459106,-0.0299999988079
18.0564479828,-0.0299999988079
18.2064468861,-0.00999998807907
18.3565490246,-0.00999998807907
18.5064818859,-0.0299999988079
18.6564218998,-0.0299999988079
18.8064119816,-0.0499999946356
18.9563939571,-0.0699999904633
19.106498003,-0.0699999904633
19.2564198971,-0.0699999904633
19.4064390659,-0.0900000011921
19.5564789772,-0.0900000011921
19.706430912,-0.109999982119
19.8564629555,-0.109999982119
20.006360054,-0.109999982119
20.1064760685,-0.109999982119
20.2564470768,-0.109999982119
20.4064030647,-0.109999982119
20.5564250946,-0.0900000011921
20.7067389488,-0.0499999946356
20.8566100597,-0.0299999988079
20.9623749256,-0.00999998807907
21.10658288,-0.00999998807907
21.256401062,0.0100000077486
21.3564240932,0.0100000077486
21.5067238808,-0.00999998807907
21.6563298702,-0.00999998807907
21.7563989162,-0.0299999988079
21.906621933,-0.0499999946356
22.0563840866,-0.0499999946356
22.1566078663,-0.0699999904633
22.3067228794,-0.0699999904633
22.4563589096,-0.0699999904633
22.5564959049,-0.0699999904633
22.70657897,-0.0499999946356
22.8563978672,-0.0299999988079
22.9564130306,-0.0299999988079
23.1065459251,-0.00999998807907
23.2564818859,0.0100000077486
23.3567640781,0.0100000077486
23.5066249371,0.0100000077486
23.6563820839,-0.00999998807907
23.7564060688,-0.00999998807907
23.9064950943,-0.0499999946356
24.0564889908,-0.0499999946356
24.206592083,-0.0699999904633
24.3565120697,-0.0699999904633
24.5065729618,-0.0699999904633
24.6565310955,-0.0699999904633
24.8065190315,-0.0699999904633
24.9564950466,-0.0499999946356
25.1064729691,-0.0299999988079
25.256483078,-0.00999998807907
25.3565340042,-0.00999998807907
25.5066010952,-0.00999998807907
25.6564459801,-0.00999998807907
25.8065290451,-0.0299999988079
25.9564988613,-0.0299999988079
26.106402874,-0.0499999946356
26.2064800262,-0.0499999946356
26.306609869,-0.0699999904633
26.4563748837,-0.0499999946356
26.5567140579,-0.0499999946356
26.7064659595,-0.0499999946356
26.8564460278,-0.0299999988079
26.9566309452,-0.0299999988079
27.1065609455,-0.00999998807907
27.2564649582,-0.00999998807907
27.3565170765,-0.00999998807907
27.5065739155,-0.00999998807907
27.6563909054,-0.0299999988079
27.8066129684,-0.0299999988079
27.956444025,-0.0299999988079
28.1064760685,-0.0299999988079
28.2134730816,-0.0299999988079
28.3571150303,-0.0499999946356
28.5064659119,-0.0299999988079
28.6137049198,-0.0299999988079
28.7564640045,-0.0299999988079
28.9065389633,-0.0299999988079
29.0563659668,-0.00999998807907
29.2065598965,-0.00999998807907
29.3563718796,0.0100000077486
29.5064308643,-0.00999998807907
29.6064770222,-0.00999998807907
29.7065088749,-0.00999998807907
29.8066649437,-0.0299999988079
29.9564499855,-0.0499999946356
30.1064329147,-0.0699999904633
30.2064459324,-0.0699999904633
30.3564779758,-0.0699999904633
30.5064709187,-0.0699999904633
30.656375885,-0.0699999904633
30.8064160347,-0.0499999946356
30.9064249992,-0.0299999988079
31.0064489841,-0.0299999988079
31.1563589573,-0.00999998807907
31.2563819885,-0.00999998807907
31.4065649509,-0.00999998807907
31.5565159321,-0.00999998807907
31.7064709663,-0.0299999988079
31.8563959599,-0.0499999946356
32.006444931,-0.0499999946356
32.1586768627,-0.0699999904633
32.3063769341,-0.0699999904633
32.4063999653,-0.0499999946356
32.5565068722,-0.0499999946356
32.7063679695,-0.0299999988079
32.8064398766,-0.0299999988079
32.9565169811,-0.00999998807907
33.1064090729,0.0100000077486
33.2564089298,0.0100000077486
33.3564419746,0.0100000077486
33.5066010952,-0.00999998807907
33.6563968658,-0.00999998807907
33.8064639568,-0.00999998807907
33.9564409256,-0.00999998807907
34.1063830853,-0.0299999988079
34.2064518929,-0.0299999988079
34.3565139771,-0.0299999988079
34.506401062,-0.0299999988079
34.6064500809,-0.0299999988079
34.7565090656,-0.0299999988079
34.9063999653,-0.0299999988079
35.006426096,-0.0299999988079
35.1065309048,-0.0299999988079
35.2564718723,-0.0299999988079
35.4064528942,-0.0499999946356
35.506499052,-0.0499999946356
35.6065900326,-0.0499999946356
35.7066020966,-0.0499999946356
35.8564200401,-0.0499999946356
35.9564318657,-0.0499999946356
36.1063940525,-0.0699999904633
36.2064480782,-0.0699999904633
36.3065099716,-0.0900000011921
36.4065299034,-0.0900000011921
36.5567059517,-0.0900000011921
36.7063269615,-0.109999982119
36.8065159321,-0.109999982119
36.9565300941,-0.109999982119
37.106347084,-0.109999982119
37.2064869404,-0.0900000011921
37.3564798832,-0.0900000011921
37.5064918995,-0.0499999946356
37.6564528942,-0.0499999946356
37.8064520359,-0.0499999946356
37.9565570354,-0.0499999946356
38.1065399647,-0.0499999946356
38.2068769932,-0.0699999904633
38.3565220833,-0.0699999904633
38.5065329075,-0.0900000011921
38.6564459801,-0.0699999904633
38.7564849854,-0.0699999904633
